dataset;X;Y;OBJECTID;ID;NOMBRE;MODALIDAD;TIPO;DIRECCION;MUNICIPIO;TELEFONO;UTM_X;UTM_Y;PLAZAS;SIGNATURA;OBSERVACIO;Estado;Est_LLav
alojamientos;-19.821.047.509;33.530.190.509;1;1;Palma Romántica, La;Hotelera;Hotel;Topo de Las Llanadas;Barlovento;922186221;226214;3191506;77;H-38/5/0026;H/***;Tramitado;3
alojamientos;-19.818.572.272;33.529.664.743;2;2;Casa La Fontiña;Extrahotelera;Casa Rural;Las Paredes, 1;Barlovento;922186527;226430;3191455;8;CR-1;UCU;Tramitado;0
alojamientos;-19.804.442.717;33.519.329.202;3;3;Casa Eloína;Extrahotelera;Casa Rural;Lomo de La Florida, 20;Barlovento;922451267;227648;3190524;4;CR-15;UE;Tramitado;0
alojamientos;-19.803.825.353;33.519.744.894;4;4;Casa Peluquina;Extrahotelera;Casa Rural;Lomo de La Florida, 22;Barlovento;922430625;227703;3190559;4;CR-16;UE;Tramitado;0
alojamientos;-19.799.787.985;33.519.691.169;5;5;Casa Simón;Extrahotelera;Casa Rural;Lomo Viejo;Barlovento;922450697;228057;3190546;4;CR-17;UE;Tramitado;0
alojamientos;-19.816.673.192;3.352.988.171;6;6;Casa Facundo;Extrahotelera;Casa Rural;Lomo Machín Alto;Barlovento;922186153;226597;3191470;7;CR-63;UCU;Tramitado;0
alojamientos;-19.800.724.797;3.351.977.222;7;7;Casa Antonito;Extrahotelera;Casa Rural;Lomo de La Florida, 32;Barlovento;922450697;227975;3190555;3;CR-64;UE;Tramitado;0
alojamientos;-19.833.439.698;33.538.801.261;8;8;Casa La Tosca;Extrahotelera;Casa Rural;La Tosca, 25;Barlovento;619180199;225145;3192283;4;CR-137;UE;Tramitado;0
alojamientos;-19.805.941.539;33.518.090.464;9;9;Casa La Florida;Extrahotelera;Casa Rural;Lomo de La Florida, 11;Barlovento;922402792;227514;3190419;5;CR-170;UE;Tramitado;0
alojamientos;-19.804.873.583;33.555.309.493;10;10;Fajana, La;Extrahotelera;Apartamento;Fajana del Saladar;Barlovento;922186162;227684;3193664;12;E-38/5/0109;A/1LL;Tramitado;1
alojamientos;-19.798.370.942;33.344.299.538;11;13;Casa La Principal;Extrahotelera;Casa Rural;Cmno. La Glorieta, 16;Breña Alta;922413759;227823;3175229;8;CR-68;UCU;Tramitado;0
alojamientos;-19.797.815.054;33.333.107.912;12;14;Casa La Cueva;Extrahotelera;Casa Rural;Buenavista de Abajo, 29;Breña Alta;922437084;227849;3174250;4;CR-69;UE;Tramitado;0
alojamientos;-19.809.721.134;33.306.096.525;13;15;Casa Armari (A);Extrahotelera;Casa Rural;Cmno. La Cueva, 7;Breña Alta;922437169;226748;3171914;3;CR-87;UE;Tramitado;0
alojamientos;-19.809.589.863;33.305.836.444;14;16;Casa Armari (C);Extrahotelera;Casa Rural;Cmno. La Cueva, 7;Breña Alta;922437169;226759;3171891;5;CR-88;UE;Tramitado;0
alojamientos;-19.795.955.157;33.308.879.821;15;17;Casa El Brezal;Extrahotelera;Casa Rural;Miranda, 105;Breña Alta;922430625;227963;3172129;4;CR-129;UE;Tramitado;0
alojamientos;-19.797.615.314;33.306.838.501;16;18;Casa Asunción;Extrahotelera;Casa Rural;Cmno. Miranda, 115;Breña Alta;922497174;227813;3171954;2;CR-143;UE;Tramitado;0
alojamientos;-19.809.258.531;33.305.295.016;17;19;Casa Lina;Extrahotelera;Casa Rural;Cmno. La Cueva, 11;Breña Alta;922272745;226787;3171843;6;CR-146;UCP;Tramitado;0
alojamientos;-19.810.712.408;3.330.711.444;18;20;Casa Manuel y Lucía;Extrahotelera;Casa Rural;Cmno. La Higuera, 2;Breña Alta;922463266;226663;3172005;8;CR-154;UCU;Tramitado;0
alojamientos;-19.792.448.132;33.349.131.135;19;21;Casa Los Yanes;Extrahotelera;Casa Rural;Ctra. La Estrella, 36;Breña Alta;922416410;228353;3175639;18;CR-198;UCU;Tramitado;0
alojamientos;-19.788.409.079;33.320.247.649;20;22;Miranda;Extrahotelera;Apartamento;Miranda de Abajo, 220;Breña Alta;922434295;228649;3173107;16;E-38/5/0003;A/2LL;Tramitado;2
alojamientos;-19.784.353.346;33.306.324.817;21;23;Morales, Los;Extrahotelera;Apartamento;La Cuesta;Breña Alta;922413650;228977;3171882;12;E-38/5/0026;A/1LL;Tramitado;1
alojamientos;-19.814.118.104;33.305.741.269;22;24;Casa Alpispa;Extrahotelera;Vivienda turística;Cmno. El Manchón, 128;Breña Alta;922415089;226361;3171892;4;VT-139; ;Tramitado;0
alojamientos;-19.806.485.517;33.299.124.402;23;26;Casa del Viento;Extrahotelera;Vivienda turística;Cmno. La Fuente, 28;Breña Alta; ;227018;3171298;2;VT-247; ;Tramitado;0
alojamientos;-19.810.342.683;33.309.812.102;24;27;Casa La Piedad;Extrahotelera;Vivienda turística;La Piedad, 47A;Breña Alta;922462141;226701;3172240;2;VT-331; ;Tramitado;0
alojamientos;-19.768.435.174;33.311.089.307;25;28;Salou Vertical, S.L.;Hotelera;Hotel;Playa de Los Cancajos, 36;Breña Baja;922181277;230385;3172266;576;H-38/5/0037;H/****;Tramitado;4
alojamientos;-19.787.112.042;33.313.389.153;26;29;Parador de Turismo;Hotelera;Hotel;El Zumacal;Breña Baja;922435828;228749;3172505;156;H-38/5/0042;H/****;Tramitado;4
alojamientos;-19.769.429.594;33.305.322.052;27;30;Olas, Las;Hotelera;Hotel;Urb. Las Salinas II;Breña Baja;922433015;230286;3171764;364;H-38/5/0043;HA/***;Tramitado;3
alojamientos;-19.786.350.027;3.330.110.638;28;31;Casa Villa Asunción;Extrahotelera;Casa Rural;San José, 308;Breña Baja;922411283;228791;3171430;8;CR-104;UCP;Tramitado;0
alojamientos;-19.792.746.185;33.306.471.955;29;32;Casa Carlota;Extrahotelera;Casa Rural;San José, 27;Breña Baja;922430308;228240;3171912;4;CR-105;UE;Tramitado;0
alojamientos;-19.786.353.436;3.330.223.905;30;33;Casa Don Blas;Extrahotelera;Casa Rural;San José, 278A;Breña Baja; ;228793;3171529;4;CR-131;UCP;Tramitado;0
alojamientos;-19.785.783.719;33.289.403.631;31;34;Casas Corral del Payo;Extrahotelera;Casa Rural;La Polvacera, 183 y 185;Breña Baja;922412242;228817;3170406;10;CR-152;UE;Tramitado;0
alojamientos;-19.775.778.764;33.305.700.795;32;35;Casa Mariana;Extrahotelera;Casa Rural;San Antonio, 166;Breña Baja;922434363;229729;3171810;2;CR-220;UE;Tramitado;0
alojamientos;-19.779.364.269;33.314.576.915;33;36;Casa La Breña;Extrahotelera;Casa Rural;Cmno. San Antonio, 7;Breña Baja;620252330;229432;3172593;4;CR-225;...;Tramitado;0
alojamientos;-19.771.569.617;33.312.744.362;34;37;Cancajos, Los;Extrahotelera;Apartamento;Los Cancajos;Breña Baja;922416321;230113;3172417;23;E-38/5/0001;A/2LL;Tramitado;2
alojamientos;-19.784.708.156;33.293.101.303;35;38;Montebreña;Extrahotelera;Apartamento;La Polvacera, 159;Breña Baja;922434450;228919;3170727;21;E-38/5/0005;A/1LL;Tramitado;1
alojamientos;-19.780.818.898;33.296.704.492;36;39;Madoyber;Extrahotelera;Apartamento;La Polvacera, 144;Breña Baja;922434185;229268;3171034;37;E-38/5/0006;A/2LL;Tramitado;2
alojamientos;-1.977.835.201;33.320.047.505;37;40;Drago, El;Extrahotelera;Apartamento;Cuesta de La Grama;Breña Baja;922434354;229532;3173069;33;E-38/5/0007;A/2LL;Tramitado;2
alojamientos;-19.785.422.493;3.329.938.888;38;41;Vistabella;Extrahotelera;Apartamento;La Polvacera, 312-314;Breña Baja;922434975;228869;3171278;36;E-38/5/0009;A/2LL;Tramitado;2
alojamientos;-19.787.016.291;33.311.217.254;39;42;San José;Extrahotelera;Apartamento;San José, 102;Breña Baja;922411480;228753;3172315;27;E-38/5/0010;A/1LL;Tramitado;1
alojamientos;-19.778.572.501;3.332.269.729;40;43;Socorro, El;Extrahotelera;Apartamento;Cruce Los Cuarteles;Breña Baja; ;229518;3173301;12;E-38/5/0015;A/1LL;Tramitado;1
alojamientos;-19.779.189.338;33.291.685.395;41;45;Mesitas, Las;Extrahotelera;Apartamento;Las Mesitas;Breña Baja;922412351;229401;3170592;27;E-38/5/0032;A/1LL;Tramitado;1
alojamientos;-19.768.512.605;33.310.000.447;42;46;Salou Vertical, S.L.;Extrahotelera;Apartamento;Los Cancajos;Breña Baja;922434348;230376;3172171;316;E-38/5/0037;A/3LL;Tramitado;3
alojamientos;-19.771.489.054;33.313.696.001;43;47;Hcda. San Jorge;Extrahotelera;Apartamento;Playa de Los Cancajos, 22;Breña Baja;922181066;230122;3172500;476;E-38/5/0044;A/3LL;Tramitado;3
alojamientos;-19.768.444.541;33.307.038.398;44;48;Cascada, La;Extrahotelera;Apartamento;Los Cancajos;Breña Baja;922434280;230376;3171912;117;E-38/5/0049;A/2LL;Tramitado;2
alojamientos;-1.978.933.439;3.331.251.333;45;50;Maricarlo;Extrahotelera;Apartamento;San José, 1;Breña Baja;922434517;228552;3172433;11;E-38/5/0057;A/1LL;Tramitado;1
alojamientos;-19.768.790.065;33.307.213.455;46;51;Rosales, Los;Extrahotelera;Apartamento;Los Cancajos;Breña Baja;922433504;230346;3171928;174;E-38/5/0058;A/1LL;Tramitado;1
alojamientos;-1.976.791.304;33.306.696.021;47;52;Lago Azul;Extrahotelera;Apartamento;San Antonio del Mar, 62;Breña Baja;922434305;230422;3171881;219;E-38/5/0062;A/2LL;Tramitado;2
alojamientos;-19.777.777.499;33.299.075.105;48;53;Mayoysa;Extrahotelera;Apartamento;San Antonio, 340;Breña Baja;922434594;229540;3171235;12;E-38/5/0093;A/2LL;Tramitado;2
alojamientos;-19.770.245.062;3.331.256.917;49;54;Centro Cancajos;Extrahotelera;Apartamento;Los Cancajos;Breña Baja;922181300;230229;3172399;333;E-38/5/0099;A/3LL;Tramitado;3
alojamientos;-19.785.336.464;33.318.328.283;50;55;Pajeros, Los;Extrahotelera;Apartamento;Cuatro Caminos, 47;Breña Baja;922181084;228915;3172933;20;E-38/5/0101;B/3LL;Tramitado;3
alojamientos;-19.772.094.386;33.314.276.967;51;56;Adelfas, Las;Extrahotelera;Apartamento;Los Cancajos;Breña Baja;922413071;230070;3172552;48;E-38/5/0107;A/1LL;Tramitado;1
alojamientos;-19.777.556.944;33.300.865.164;52;57;Finca Sitio Molina;Extrahotelera;Apartamento;San Antonio, 288;Breña Baja;922462371;229563;3171391;6;E-38/5/0118;B/3LL;Tramitado;3
alojamientos;-19.770.148.314;33.306.380.939;53;58;Oasis San Antonio;Extrahotelera;Apartamento;San Antonio del Mar;Breña Baja;922433008;230225;3171858;136;E-38/5/0121;A/2LL;Tramitado;2
alojamientos;-1.978.708.387;33.293.457.735;54;59;Molinos, Los;Extrahotelera;Apartamento;Finca Amado II;Breña Baja;922433175;228711;3170763;80;E-38/5/0122;A/3LL;Tramitado;3
alojamientos;-1.977.040.445;33.308.114.244;55;60;Cerrito, El;Extrahotelera;Apartamento;Los Cancajos;Breña Baja;922434985;230206;3172010;74;E-38/5/0124;A/3LL;Tramitado;3
alojamientos;-1.976.944.792;33.306.614.613;56;61;Caleta, La;Extrahotelera;Apartamento;Los Cancajos;Breña Baja;922433170;230287;3171877;137;E-38/5/0126;A/3LL;Tramitado;3
alojamientos;-1.978.724.311;33.294.437.965;57;62;Breñas Garden;Extrahotelera;Apartamento;Finca Amado II;Breña Baja;922434925;228699;3170849;80;E-38/5/0129;A/3LL;Tramitado;3
alojamientos;-19.787.597.124;3.330.729.033;58;64;Viv. Tur.;Extrahotelera;Vivienda turística;San José, 12;Breña Baja;922411405;228694;3171973;2;VT-11; ;Tramitado;0
alojamientos;-19.786.742.967;33.311.212.196;59;66;Viv. Tur.;Extrahotelera;Vivienda turística;San José, 100;Breña Baja; ;228777;3172314;2; ; ;Tramitado;0
alojamientos;-19.787.687.348;33.307.253.895;60;67;Viv. Tur.;Extrahotelera;Vivienda turística;San José, 3;Breña Baja; ;228686;3171970;4; ; ;Tramitado;0
alojamientos;-19.786.991.686;3.331.113.773;61;68;Viv. Tur.;Extrahotelera;Vivienda turística;San José, 102;Breña Baja; ;228755;3172308;2; ; ;Tramitado;0
alojamientos;-19.786.626.813;33.311.111.925;62;69;Viv. Tur.;Extrahotelera;Vivienda turística;San José, 98;Breña Baja; ;228787;3172305;2; ; ;Tramitado;0
alojamientos;-19.787.644.464;33.308.845.399;63;70;Viv. Tur.;Extrahotelera;Vivienda turística;San José, 160;Breña Baja; ;228693;3172109;2; ; ;Tramitado;0
alojamientos;-19.801.113.368;33.294.239.194;64;71;Casa El Nogal;Extrahotelera;Vivienda turística;Las Ledas, 167;Breña Baja;922181105;227480;3170860;4;VT-252; ;Tramitado;0
alojamientos;-19.801.113.368;33.294.239.194;65;72;Casa La Bodega;Extrahotelera;Vivienda turística;Las Ledas, 167;Breña Baja;922181105;227480;3170860;3;VT-281; ;Tramitado;0
alojamientos;-19.864.254.317;33.113.984.846;66;73;Fuencaliente;Hotelera;Pensión;Los Canarios;Fuencaliente;922444153;221558;3155225;10;H-38/5/0019;P/*;Tramitado;1
alojamientos;-19.864.305.143;33.114.212.148;67;74;Volcanes, Los;Hotelera;Pensión;Los Canarios, 72;Fuencaliente;922444164;221554;3155245;8;H-38/5/0024;P/**;Tramitado;2
alojamientos;-19.864.307.516;33.114.794.801;68;75;Central;Hotelera;Pensión;Yaiza, 4;Fuencaliente;922444505;221555;3155296;11;H-38/5/0036;P/*;Tramitado;1
alojamientos;-19.898.052.179;3.312.566.382;69;76;Teneguía La Palma P.;Hotelera;Hotel;Ctra. La Costa, 10;Fuencaliente;922425500;218609;3156318;1250;H-38/5/0045;H/****;Tramitado;4
alojamientos;-19.882.538.263;33.122.894.346;70;77;Casa La Gorona;Extrahotelera;Casa Rural;Las Indias;Fuencaliente;922444056;219968;3156043;3;CR-22;UE;Tramitado;0
alojamientos;-19.871.487.473;33.107.905.405;71;78;Casa Los Jablitos;Extrahotelera;Casa Rural;Los Jablitos, 8;Fuencaliente;659972420;220909;3154708;3;CR-25;UE;Tramitado;0
alojamientos;-19.878.015.913;33.110.011.543;72;79;Casa Pardelo;Extrahotelera;Casa Rural;Los Quemados, 65;Fuencaliente;922444139;220339;3154906;4;CR-26;UE;Tramitado;0
alojamientos;-19.846.488.271;3.312.270.232;73;80;Casa Carmela;Extrahotelera;Casa Rural;Las Caletas, 8;Fuencaliente;922437869;223139;3155951;5;CR-27;UE;Tramitado;0
alojamientos;-19.885.132.344;33.123.951.922;74;81;Casa los Naranjos;Extrahotelera;Casa Rural;Las Indias;Fuencaliente;922444403;219742;3156141;3;CR-29;UE;Tramitado;0
alojamientos;-19.878.847.158;33.127.347.699;75;82;Casa Manuela;Extrahotelera;Casa Rural;Las Cabezadas,14, Las Indias;Fuencaliente;922433478;220302;3156425;4;CR-33;UE;Tramitado;0
alojamientos;-19.879.399.083;33.109.864.188;76;83;Casa Los Melindros II;Extrahotelera;Casa Rural;Los Quemados, 88;Fuencaliente;922440545;220217;3154896;3;CR-34;UE;Tramitado;0
alojamientos;-19.879.395.296;33.109.704.325;77;84;Casa Los Melindros Grande;Extrahotelera;Casa Rural;Los Quemados, 88;Fuencaliente;922440545;220217;3154882;7;CR-35;UE;Tramitado;0
alojamientos;-19.875.021.506;33.112.196.849;78;85;Casa Díaz;Extrahotelera;Casa Rural;Los Quemados, 2;Fuencaliente;922444107;220607;3155091;3;CR-39;UE;Tramitado;0
alojamientos;-19.882.443.695;33.117.949.111;79;86;Casa Los Mangos;Extrahotelera;Casa Rural;Las Indias, 9;Fuencaliente;922444056;219966;3155610;3;CR-47;UE;Tramitado;0
alojamientos;-19.877.415.993;33.112.516.623;80;87;Casa de La Rosa;Extrahotelera;Casa Rural;Los Quemados, 30;Fuencaliente;922696037;220397;3155124;5;CR-71;UCU;Tramitado;0
alojamientos;-19.844.097.496;3.312.206.194;81;88;Casa El Rincón de Mercedes;Extrahotelera;Casa Rural;Las Caletas, Pista El Somadero, 2;Fuencaliente;922290236;223348;3155890;3;CR-77;UE;Tramitado;0
alojamientos;-1.985.039.877;33.117.867.703;82;89;Casa Juanita;Extrahotelera;Casa Rural;Las Caletas, 52;Fuencaliente;922618875;222785;3155536;3;CR-92;UE;Tramitado;0
alojamientos;-19.878.613.105;3.311.075.132;83;90;Casa Morera;Extrahotelera;Casa Rural;Cmno. La Calzada, 11;Fuencaliente;922444152;220288;3154972;4;CR-94;UE;Tramitado;0
alojamientos;-1.988.081.956;33.108.893.312;84;91;Casa Los Llanos Negros;Extrahotelera;Casa Rural;Los Llanos Negros;Fuencaliente;922411434;220090;3154814;4;CR-95;UE;Tramitado;0
alojamientos;-19.844.322.427;33.121.473.868;85;92;Casa Maximina;Extrahotelera;Casa Rural;Cmno. El Somadero, 2;Fuencaliente;922444137;223327;3155839;3;CR-99;UE;Tramitado;0
alojamientos;-1.986.387.937;33.109.652.102;86;93;Casa Los Dragos;Extrahotelera;Casa Rural;Las Indias, 45;Fuencaliente;922545489;221582;3154845;7;CR-108;UCU;Tramitado;0
alojamientos;-19.863.692.878;33.108.491.171;87;94;Casa Pestana;Extrahotelera;Casa Rural;La Calle, 8;Fuencaliente;922430625;221596;3154743;5;CR-127;UE;Tramitado;0
alojamientos;-19.871.470.717;33.107.677.304;88;95;Casa Los Jablitos II;Extrahotelera;Casa Rural;Los Jablitos, 12;Fuencaliente;659972420;220910;3154688;3;CR-132;UE;Tramitado;0
alojamientos;-19.877.948.551;33.127.803.428;89;96;Casa El Níspero;Extrahotelera;Casa Rural;Juan C. Díaz Lorenzo, 6;Fuencaliente;922440213;220382;3156463;3;CR-161;UE;Tramitado;0
alojamientos;-19.881.911.861;33.124.760.434;90;97;Casa La Caldera;Extrahotelera;Casa Rural;Cmno. Las Balceras, 1;Fuencaliente;922411434;220027;3156205;3;CR-188;UE;Tramitado;0
alojamientos;-19.846.538.313;33.123.866.639;91;98;Casa de Abuela;Extrahotelera;Casa Rural;Las Caletas, 14 y 14A;Fuencaliente;922429321;223137;3156053;6;CR-217;UCU;Tramitado;0
alojamientos;-19.864.361.674;33.114.199.375;92;99;Volcanes, Los;Extrahotelera;Apartamento;Los Canarios, 72;Fuencaliente;922444164;221549;3155244;8;E-38/5/0043;A/1LL;Tramitado;1
alojamientos;-19.877.048.175;33.110.423.154;93;100;Eva;Extrahotelera;Apartamento;Virgen del Cobre, 17;Fuencaliente;922440128;220425;3154940;8;E-38/5/0092;A/1LL;Tramitado;1
alojamientos;-19.864.253.946;33.114.933.186;94;101;Central;Extrahotelera;Apartamento;Yaiza, 4;Fuencaliente;922444018;221560;3155308;10;E-38/5/0094;A/1LL;Tramitado;1
alojamientos;-19.877.921.515;33.110.824.996;95;102;Colón;Extrahotelera;Apartamento;Los Quemados, 54;Fuencaliente;922444155;220349;3154977;41;E-38/5/0095;A/2LL;Tramitado;2
alojamientos;-19.877.921.515;33.110.824.996;96;103;Colón II;Extrahotelera;Apartamento;Los Quemados, 54;Fuencaliente;922444155;220349;3154977;30;E-38/5/0112;A/2LL;Tramitado;2
alojamientos;-19.864.514.691;33.114.904.122;97;105;Viv. Tur.;Extrahotelera;Vivienda turística;Yaiza, 2;Fuencaliente; ;221537;3155306;3;VT-58; ;Tramitado;0
alojamientos;-19.882.213.663;33.122.627.895;98;106;Casa Las Huertas;Extrahotelera;Vivienda turística;Las Indias;Fuencaliente;922444189;219996;3156019;5;VT-65; ;Tramitado;0
alojamientos;-19.886.603.429;33.129.892.749;99;107;Viv. Tur.;Extrahotelera;Vivienda turística;Los Polveros;Fuencaliente;922463011;219625;3156664;3;VT-103; ;Tramitado;0
alojamientos;-19.882.213.663;33.122.627.895;100;108;Casa La Huerta II;Extrahotelera;Vivienda turística;García Gómez, 7;Fuencaliente;922444189;219996;3156019;4;VT-248; ;Tramitado;0
alojamientos;-19.874.905.476;33.112.096.794;101;109;Casa El Moral;Extrahotelera;Vivienda turística;Los Jablitos, 3;Fuencaliente;922444107;220617;3155082;3;VT-317; ;Tramitado;0
alojamientos;-19.938.055.985;33.323.679.255;102;110;Porvenir, El;Hotelera;Pensión;Fernández Taño, 33;Los Llanos de Aridane;922460168;215511;3173720;16;H-38/5/0005;P/*;Tramitado;1
alojamientos;-19.945.525.897;33.320.017.314;103;111;Vazdekis;Hotelera;Pensión;Montaña Tenisca;Los Llanos de Aridane;922463066;214847;3173416;13;H-38/5/0009;P/**;Tramitado;2
alojamientos;-19.939.896.035;33.323.039.102;104;112;Edén;Hotelera;Hotel;Ángel, 1;Los Llanos de Aridane;922460104;215348;3173668;28;H-38/5/0012;H/*;Tramitado;1
alojamientos;-19.942.854.074;33.322.497.361;105;113;Rocha;Hotelera;Pensión;La Pasión, 5;Los Llanos de Aridane;922460157;215087;3173627;7;H-38/5/0013;P/*;Tramitado;1
alojamientos;-19.944.122.468;33.322.225.918;106;114;Valle Aridane;Hotelera;Hotel;Glorieta C. Olivares, 3;Los Llanos de Aridane;922462600;214975;3173606;81;H-38/5/0023-1;H/***;Tramitado;3
alojamientos;-19.935.877.952;33.225.769.808;107;115;Sol Élite La Palma;Hotelera;Hotel;Pta. del Pozo, Pto. Naos;Los Llanos de Aridane;922408000;215494;3165156;616;H-38/5/0033-7;H/****;Tramitado;4
alojamientos;-1.990.853.736;33.257.347.255;108;116;Montemar;Hotelera;Pensión;Cmno. La Jurona, 47;Los Llanos de Aridane;922460130;217964;3167859;11;H-38/5/0035-0;P/*;Tramitado;1
alojamientos;-19.938.199.743;33.320.219.973;109;118;Trocadero Plaza;Hotelera;Hotel;Las Adelfas, 8;Los Llanos de Aridane;922403013;215491;3173418;36;H-38/5/0047;H/**;Tramitado;2
alojamientos;-19.955.882.273;33.318.972.952;110;119;Casona de Argual;Extrahotelera;Casa Rural;Llano de San Pedro, 6;Los Llanos de Aridane;922401816;213935;3173347;8;CR-49;UCU;Tramitado;0
alojamientos;-19.927.251.877;33.325.534.247;111;120;Casa El Pinito;Extrahotelera;Casa Rural;Cmno. Suela Zapata;Los Llanos de Aridane;660345633;216464;3173859;5;CR-67;UE;Tramitado;0
alojamientos;-1.993.344.901;3.327.352.056;112;121;Casas La Bodega y El Morro;Extrahotelera;Casa Rural;Cmno. El Atajo, 4;Los Llanos de Aridane;922461902;215809;3169326;4;CR-153;UE;Tramitado;0
alojamientos;-19.927.357.932;33.284.708.274;113;122;Fuentes, Las;Extrahotelera;Apartamento;Tamaimuche;Los Llanos de Aridane;922461236;216368;3170291;29;E-38/5/001100-3;A/1LL;Tramitado;1
alojamientos;-1.993.721.645;33.237.835.595;114;123;Muralla, La;Extrahotelera;Apartamento;Ctra. Gral. Pto. Naos;Los Llanos de Aridane; ;215402;3166214;33;E-38/5/000013-6;A/1LL;Tramitado;1
alojamientos;-19.936.566.165;33.229.766.646;115;124;Martín;Extrahotelera;Apartamento;Avda. Marítima, Pto. Naos;Los Llanos de Aridane;922480320;215442;3165507;38;E-38/5/001400-2;A/1LL;Tramitado;1
alojamientos;-19.928.571.099;33.258.609.905;116;126;Norias de Arriba, Las;Extrahotelera;Apartamento;Cmno. La Majada, 27;Los Llanos de Aridane;922462025;216206;3168012;10;E-38/5/001700-1;A/1LL;Tramitado;1
alojamientos;-19.929.568.763;33.239.143.096;117;127;Drago, El;Extrahotelera;Apartamento;Cmno. El Drago, 4;Los Llanos de Aridane;922402578;216077;3166312;10;E-38/5/002100-9;A/1LL;Tramitado;1
alojamientos;-19.936.357.266;33.231.006.747;118;128;Playa Naos;Extrahotelera;Apartamento;Cruz Roja, Pto. Naos;Los Llanos de Aridane; ;215463;3165615;5;E-38/5/002300-1;A/1LL;Tramitado;1
alojamientos;-19.936.883.233;33.232.057.367;119;129;Playa Naos Cutillas;Extrahotelera;Apartamento;Cruz Roja, 10, Pto. Naos;Los Llanos de Aridane; ;215419;3165708;8;E-38/5/002301-0;A/1LL;Tramitado;1
alojamientos;-19.937.514.913;33.232.304.935;120;130;Duque;Extrahotelera;Apartamento;Mauricio Duque Camacho;Los Llanos de Aridane; ;215364;3165731;4;E-38/5/002400-8;A/1LL;Tramitado;1
alojamientos;-19.936.560.325;3.322.999.549;121;131;Atlántida Pais;Extrahotelera;Apartamento;Edif. Atlántida, Pto. Naos;Los Llanos de Aridane; ;215443;3165527;9;E-38/5/002900-0;A/1LL;Tramitado;1
alojamientos;-19.936.560.325;3.322.999.549;122;132;Atlántida Pérez;Extrahotelera;Apartamento;Edif. Atlántida, Pto. Naos;Los Llanos de Aridane; ;215443;3165527;18;E-38/5/002901-8;A/1LL;Tramitado;1
alojamientos;-19.937.023.976;33.229.881.241;123;133;Marimar;Extrahotelera;Apartamento;Avda. Marítima, Pto. Naos;Los Llanos de Aridane;922460056;215402;3165518;48;E-38/5/003300-7;A/1LL;Tramitado;1
alojamientos;-19.938.577.581;33.231.558.525;124;134;Playa Chica;Extrahotelera;Apartamento;Avda. Marítima, Pto. Naos;Los Llanos de Aridane;922463559;215269;3165668;12;E-38/5/003400-3;A/1LL;Tramitado;1
alojamientos;-19.928.445.425;33.281.673.096;125;135;Plantación, La;Extrahotelera;Apartamento;La Laguna, Cmno. El Pedregal;Los Llanos de Aridane;922463174;216266;3170028;30;E-38/5/003500-0;A/1LL;Tramitado;1
alojamientos;-19.937.289.736;33.232.401.923;126;136;Lorenzo;Extrahotelera;Apartamento;Maximiliano Darias;Los Llanos de Aridane; ;215384;3165739;15;E-38/5/003800-9;A/1LL;Tramitado;1
alojamientos;-19.929.393.126;33.280.860.631;127;137;Hacienda El Pedregal;Extrahotelera;Apartamento;La Laguna, Cmno. El Pedregal;Los Llanos de Aridane;922463174;216181;3169959;24;E-38/5/004200-6;A/2LL;Tramitado;2
alojamientos;-19.936.793.693;33.231.647.886;128;138;Costa Gris;Extrahotelera;Apartamento;J. Gúzman Pérez, Pto. Naos;Los Llanos de Aridane; ;215426;3165672;22;E-38/5/004700-8;A/1LL;Tramitado;1
alojamientos;-19.936.892.212;33.230.547.699;129;139;Tanausú;Extrahotelera;Apartamento;Tres, 2º. Pto. Naos;Los Llanos de Aridane;922480056;215415;3165576;41;E-38/5/004800-4;A/1LL;Tramitado;1
alojamientos;-19.937.728.967;33.232.688.501;130;140;Abel;Extrahotelera;Apartamento;Mauricio Duque Camacho, 11;Los Llanos de Aridane; ;215346;3165765;16;E-38/5/005000-9;A/1LL;Tramitado;1
alojamientos;-19.938.065.845;33.233.446.432;131;141;Fernández;Extrahotelera;Apartamento;Mauricio Duque Camacho;Los Llanos de Aridane; ;215318;3165832;13;E-38/5/006000-4;A/1LL;Tramitado;1
alojamientos;-1.993.328.995;3.323.777.145;132;142;Moranz;Extrahotelera;Apartamento;Morro de Los Judíos, 2-8;Los Llanos de Aridane;922408221;215747;3166200;15;E-38/5/006100-0;A/1LL;Tramitado;1
alojamientos;-19.937.153.398;33.230.998.721;133;143;Tamanca;Extrahotelera;Apartamento;Mauricio Duque Camacho;Los Llanos de Aridane; ;215393;3165616;10;E-38/5/006500-6;A/1LL;Tramitado;1
alojamientos;-19.933.861.045;33.289.605.858;134;144;Cruz Chica;Extrahotelera;Apartamento;Cruz Chica, 25;Los Llanos de Aridane;922463402;215807;3170733;12;E-38/5/006600-2;A/3LL;Tramitado;3
alojamientos;-19.907.292.463;33.295.561.469;135;145;Casa Calma;Extrahotelera;Apartamento;Echedey, 25;Los Llanos de Aridane; ;218154;3171197;8;E-38/5/006900-1;A/1LL;Tramitado;1
alojamientos;-19.938.901.457;33.231.779.308;136;146;Horizonte;Extrahotelera;Apartamento;Zona Alta Gabriel Lorenzo, 19;Los Llanos de Aridane; ;215241;3165688;27;E-38/5/007000-0;A/2LL;Tramitado;2
