idpoi;title;layer;type;subcategoria;address;postcode;phone;web;description;image_uri;lat;lon;mp3_uri;lang
8828;El Puerto;restaurantes;57;Restaurante de 1 Tenedor;Areal, 30;36201;986222044;;Tiene capacidad para 28 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res089.jpg;42.239.236;-8.718.013;;es-ES
8829;Don Quijote;restaurantes;57;Restaurante de 2 Tenedores;Laxe, 4;36202;986229346;www.donquijoterestaurante.es;Tiene capacidad para 48 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res090.jpg;422.393.714.486.541;-872.499.353.272.501;;es-ES
8830;El Rebozo;restaurantes;57;Restaurante de 2 Tenedores;Gran Vía, 41;36204;986415444;;Tiene capacidad para 50 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res091.jpg;422.310.414.674.663;-871.821.045.847.876;;es-ES
8833;Esperanza;restaurantes;57;Restaurante de 1 Tenedor;Luis Taboada, 28;36201;986228615;www.casaesperanza.es;Tiene capacidad para 10 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res094.jpg;422.399.145.394.163;-872.144.316.159.876;;es-ES
8822;Azul&Chocolate;restaurantes;57;Restaurante de 1 Tenedor;Galerías Durán;;;;;;;;;
8821;El Mástil;restaurantes;57;Restaurante de 2 Tenedores;Carretera Baiona-Coruxo;36331;986294047;;Tiene capacidad para 56 comensales. Permanece cerrado los sábados e los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res080.jpg;421.945.383.329.712;-877.136.236.690.184;;es-ES
8820;Danubio Azul;restaurantes;57;Restaurante de 1 Tenedor;Rúa de Saa, 114;36312;986420025;;Tiene capacidad para 60 comensales. Permanece cerrado los lunes.;http://www.turismodevigo.org/sites/turismodevigo/files/res078.jpg;422.059.900.751.008;-870.704.243.792.255;;es-ES
8810;Clínica Fátima;restaurantes;57;Restaurante de 1 Tenedor;Vía Norte, 48;36206;986416376;;Tiene capacidad para 28 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res063.jpg;422.343.708.321.929;-870.894.739.281.557;;es-ES
8812;Curbeira;restaurantes;57;Restaurante de 1 Tenedor;Ctra. Vigo-Baiona, 152;36392;986491260;www.restaurantecurbeira.es;Tiene capacidad para 32 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res065.jpg;42.172.812.328.334;-881.243.143.551.653;;es-ES
8813;Curcuma;restaurantes;57;Restaurante de 1 Tenedor;Brasil, 4;36204;986411127;;Tiene capacidad para 71 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res066.jpg;422.336.220.152.078;-871.651.504.312.202;;es-ES
8816;Durán;restaurantes;57;Restaurante de 1 Tenedor;Canido, Plaea 129;36390;986490837;www.restauranteduran.com;Tiene capacidad para 64 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res072.jpg;421.951.643.224.357;-879.558.839.264.128;;es-ES
8818;Eido Vello;restaurantes;57;Restaurante de 1 Tenedor;Av. Santa Marina, 306;36318;986486349;;Tiene capacidad para 62 comensales. Permanece cerrado los lunes.;http://www.turismodevigo.org/sites/turismodevigo/files/res074.jpg;422.295.444.283.804;-864.096.403.889.381;;es-ES
8817;Ébano;restaurantes;57;Restaurante de 2 Tenedores;Luis Taboada, 27. Baixo esquerda;36210;986224540;www.ebano.es;Tiene capacidad para 48 comensales.;;422.400.564.724.959;-872.145.817.018.624;;es-ES
8834;Island;restaurantes;57;Restaurante de 1 Tenedor;Praza da Estrela;36201;986134444;http://www.islandclub.es/restaurante/sal.html;Tiene capacidad para 92 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res095.jpg;422.408.161.850.264;-871.963.559.005.619;;es-ES
8848;Hospital Xeral de Vigo;restaurantes;57;Restaurante de 1 Tenedor;Pizarro s/n;36204;986415676;;Tiene capacidad para 160 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res111.jpg;42.229.909.615.743;-871.673.937.706.493;;es-ES
8849;Tommy Mel´s;restaurantes;57;Restaurante de 1 Tenedor;Rosalía de Castro, 14;36201;986116061;www.tommymels.com/;Tiene capacidad para 108 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res112.jpg;42.238.138.892.652;-871.881.142.911.695;;es-ES
8850;Gurpegui Gastrobar;restaurantes;57;Restaurante de 2 Tenedores;Plaza de Compostela, 16;36201;986222025;;Tiene capacidad para 78 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res115.jpg;422.391.582.681.919;-872.121.650.462.853;;es-ES
8851;Isola Bella;restaurantes;57;Restaurante de 1 Tenedor;Ecuador, 23;36203;986435505;;Tiene capacidad para 45 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res116.jpg;422.343.097.852.512;-872.175.053.521.241;;es-ES
8852;Tapería Mirambel;restaurantes;57;Restaurante de 2 Tenedores;Praia de Canido, 125;36390;986490923;;Tiene capacidad para 20 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res118.jpg;421.965.000.045.928;-87.939.143.050.128;;es-ES
8855;La Carbonara;restaurantes;57;Restaurante de 1 Tenedor;Teófilo Llorente 27, baixo;36202;986442908;;Tiene capacidad para 53 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res122.jpg;422.394.065.602.963;-872.709.981.396.905;;es-ES
8856;Baño María;restaurantes;57;Restaurante de 1 Tenedor;Martín Codax, 10;36201;986433907;;Tiene capacidad para 60 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res123.jpg;422.354.624.847.196;-871.664.717.191.985;;es-ES
8858;La Espuela;restaurantes;57;Restaurante de 1 Tenedor;Teófilo Llorente, 2;36202;986437307;;Tiene capacidad para 30 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res125.jpg;42.240.006.041.724;-872.616.491.793.941;;es-ES
8846;Habemus Tex;restaurantes;57;Restaurante de 1 Tenedor;Políg. Tecn. Valladares, rúa C6;36312;986246788;;Tiene capacidad para 153 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res109.jpg;421.769.723.895.796;-870.891.888.712.709;;es-ES
8835;Fai Bistes;restaurantes;57;Restaurante de 1 Tenedor;Real, 7;36202;986229204;www.restaurantefaibistes.com;Tiene capacidad para 33 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res096.jpg;422.389.915.510.338;-872.713.357.398.549;;es-ES
8836;Flunch;restaurantes;57;Restaurante de 1 Tenedor;Avda. Castelao, s/n;36209;986201924;www.flunch.es/restaurante-vigo1.php;Tiene capacidad para 290 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res097.jpg;422.189.635.302.411;-874.516.823.969.712;;es-ES
8837;Flunch.2;restaurantes;57;Restaurante de 1 Tenedor;Avda. Madrid. C.C. Alcampo s/n;36214;986471261;www.flunch.es/restaurante-vigo2.php;Tiene capacidad para 210 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res098.jpg;422.155.671.453.105;-870.160.777.345.768;;es-ES
8838;Follas Novas;restaurantes;57;Restaurante de 1 Tenedor;Serafín Avendaño, 10;36201;986229306;http://follasnovas.atagalicia.com/nosotros/;Tiene capacidad para 29 comensales. Permanece cerrado los domingos.;;422.376.908.636.225;-871.274.389.971.415;;es-ES
8839;A Fontefría;restaurantes;57;Restaurante de 1 Tenedor;Avda. Madrid (Sabaxans), 119;36214;986251318;;Tiene capacidad para 38 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res100.jpg;422.202.398.692.746;-868.438.572.981.408;;es-ES
8842;Gazpara;restaurantes;57;Restaurante de 1 Tenedor;Praza Princesa, 4;36202;986227639;;Tiene capacidad para 16 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res105.jpg;422.384.190.833.704;-872.571.998.712.975;;es-ES
8843;Gonco;restaurantes;57;Restaurante de 1 Tenedor;Coruña, 40;36208;986202224;;Tiene capacidad para 40 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res106.jpg;422.229.704.315.151;-873.453.813.305.052;;es-ES
8844;Gran Chaparral;restaurantes;57;Restaurante de 1 Tenedor;A Longra s/n;36330;986290388;;Tiene capacidad para 12 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res107.jpg;421.947.041.372.346;-877.026.419.183.628;;es-ES
8777;Bao;restaurantes;57;Restaurante de 1 Tenedor;O Vao, s/n;36201;986491016;;Tiene capacidad para 75 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res025.jpg;42.197.332.545.692;-878.941.934.207.955;;es-ES
8778;Barcelona;restaurantes;57;Restaurante de 1 Tenedor;Barcelona, 5;36203;986410392;www.mesonbarcelona.es;Lleva más de 50 años ofreciendo los mejores menús de comida casera en la zona de Vigo. Dispone de salón privada e terraza exterior.;http://www.turismodevigo.org/sites/turismodevigo/files/res027.jpg;422.281.363.184.855;-872.171.690.776.223;;es-ES
8779;Barranco;restaurantes;57;Restaurante de 1 Tenedor;Ramiro Pascual;36312;986205681;;Tiene capacidad para 24 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res028.jpg;421.953.320.835.549;-871.801.449.838.837;;es-ES
8780;La Aldeana;restaurantes;57;Restaurante de 1 Tenedor;Rosalía de Castro, 6;36201;986222214;;Especialidad en comida italiana.;http://www.turismodevigo.org/sites/turismodevigo/files/res029.jpg;422.381.650.846.696;-871.944.659.285.637;;es-ES
8781;Bingo Costa Verde;restaurantes;57;Restaurante de 1 Tenedor;Gregorio Espino, 14;36205;986272200;;Tiene capacidad para 600 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res030.jpg;422.306.798.594.452;-870.732.677.179.642;;es-ES
8783;Bodegón do Pulpo;restaurantes;57;Restaurante de 1 Tenedor;Vía Norte, 68-70;36206;986253614;www.bodegondopulpo.com;Tiene capacidad para 56 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res032.jpg;42.234.348.152.023;-870.670.376.773.715;;es-ES
8772;As Naves;restaurantes;57;Restaurante de 1 Tenedor;Camposancos, 119;36213;986236030;;Tiene capacidad para 34 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res020.jpg;421.976.584.392.838;-876.374.039.995.429;;es-ES
8771;As Grades;restaurantes;57;Restaurante de 1 Tenedor;Camiño Verdella, 5;36390;986490478;www.restauranteasgrades.com;Tiene capacidad para 30 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res019.jpg;42.185.926.066.536;-880.320.718.350.963;;es-ES
8760;A Gavela;restaurantes;57;Restaurante de 1 Tenedor;Eduardo Cabello, 17;36208;986207600;;Empanadas Caseras, Bogavante con Arro,z Caldereta de Pescado, buenos Vinos de la Casa, Condados e Albariños.;http://www.turismodevigo.org/sites/turismodevigo/files/res004.jpg;422.251.324.172.072;-875.283.499.894.529;;es-ES
8762;A Ponte;restaurantes;57;Restaurante de 1 Tenedor;Avda. da Florida, 357;36213;986201421;;Tiene capacidad para 24 comensales. Permanece cerrado los martes.;http://www.turismodevigo.org/sites/turismodevigo/files/res007.jpg;422.068.669.307.131;-875.116.397.034.981;;es-ES
8763;A Roda;restaurantes;57;Restaurante de 2 Tenedores;Av. de Florida, 150;36210;986294683;www.aroda.com;Tradición e cultura argentina en un asador gallego.;http://www.turismodevigo.org/sites/turismodevigo/files/res008.jpg;422.075.274.811.663;-875.110.620.892.929;;es-ES
8764;Komo en Kasa de Lola;restaurantes;57;Restaurante de 1 Tenedor;Ricardo Mella, 107;36213;986238830;;Especialidad en asado de carnes.;http://www.turismodevigo.org/sites/turismodevigo/files/res009.jpg;422.001.113.716.884;-876.791.317.604.665;;es-ES
8765;A Videira;restaurantes;57;Restaurante de 1 Tenedor;Celso Emilio Ferreiro, 11;36203;986412787;;Tiene capacidad para 33 comensales. Permanece cerrado los lunes.;http://www.turismodevigo.org/sites/turismodevigo/files/res010.jpg;422.327.253.409.276;-872.422.442.978.063;;es-ES
8766;Abuelo Albino;restaurantes;57;Restaurante de 1 Tenedor;Salamanca, 2;36211;986482089;;Tiene capacidad para 33 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res012.jpg;422.240.358.246.082;-872.846.815.370.208;;es-ES
8799;Casa Manel;restaurantes;57;Restaurante de 1 Tenedor;Igrexa Roteas, 4;36201;986460228;;Tiene capacidad para 60 comensales.;;421.822.734.051.812;-880.180.923.336.492;;es-ES
8800;Casa Marco;restaurantes;57;Restaurante de 1 Tenedor;Avda. García Barbón, nº 123 bajo;36201;986225110;;Tiene capacidad para 48 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res052.jpg;422.382.945.308.089;-871.047.448.156.997;;es-ES
8801;Casa Pepe;restaurantes;57;Restaurante de 1 Tenedor;Colombia, 11;36204;986419617;;Tiene capacidad para 50 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res053.jpg;422.307.724.568.007;-871.155.203.373.478;;es-ES
8802;Casa Ramón;restaurantes;57;Restaurante de 1 Tenedor;Travesía Barciela, 5;36208;986233126;;Tiene capacidad para 20 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res054.jpg;422.236.538.361.563;-874.112.825.828.907;;es-ES
8803;Casa Sánchez;restaurantes;57;Restaurante de 1 Tenedor;Oporto, 9;36201;986225032;;Tiene capacidad para 25 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res055.jpg;422.382.384.255.368;-871.638.176.477.986;;es-ES
8804;Casa Soutomaeor;restaurantes;57;Restaurante de 1 Tenedor;Manuel Núñez, 8;36203;986229547;www.soutomaeor.atagalicia.com;Especialidades en comida tradicional gallega. Tiene capacidad para 40 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res056.jpg;422.348.401.588.391;-872.076.270.159.845;;es-ES
8805;Casa Villamandos;restaurantes;57;Restaurante de 1 Tenedor;Troncal - Nave Cash Record s/n;36207;986263256;;Tiene capacidad para 40 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res057.jpg;422.417.957.475.396;-86.961.083.310.746;;es-ES
8808;Centro;restaurantes;57;Restaurante de 1 Tenedor;Manuel Núñez;36203;986220929;;Tiene capacidad para 72 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res060.jpg;42.234.811;-8.720.638;;es-ES
8797;Casa Dalmiro;restaurantes;57;Restaurante de 1 Tenedor;México, 12-Bajo;36204;986138186;www.casadalmiro.es;Tiene capacidad para 21 comensales. Permanece cerrado los domingos.;http://www.turismodevigo.org/sites/turismodevigo/files/res049.jpg;42.233.459.209.843;-871.527.999.945.408;;es-ES
8796;Casa Bonin;restaurantes;57;Restaurante de 1 Tenedor;Oporto, 2;36201;986439197;;Tiene capacidad para 12 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res046.jpg;42.238.881;-8.716.754;;es-ES
8785;Borsalino;restaurantes;57;Restaurante de 1 Tenedor;Burgos, 46;36205;986373429;;Tiene capacidad para 33 comensales. Permanece cerrado los martes.;http://www.turismodevigo.org/sites/turismodevigo/files/res034.jpg;422.289.594.664.037;-870.018.740.483.114;;es-ES
8786;Botón de Ancla;restaurantes;57;Restaurante de 2 Tenedores;Avda. del Aeropuerto, 772;36318;986269910;;Tiene capacidad para 507 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res035.jpg;422.234.803.517.346;-86.389.118.341.247;;es-ES
8788;Buraquiño;restaurantes;57;Restaurante de 1 Tenedor;Covadonga, 9;36208;986237227;;Tiene capacidad para 32 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res037.jpg;42.224.717.404.421;-875.145.640.003.669;;es-ES
8789;Camping Canido;restaurantes;57;Restaurante de 1 Tenedor;Canido Praia, 151;36202;986462072;www.campingcanido.es;Tiene capacidad para 14 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res038.jpg;421.938.570.717.259;-879.651.050.054.583;;es-ES
8790;Candilejas;restaurantes;57;Restaurante de 1 Tenedor;Avda. Camelias, 18;36202;986410894;;Tiene capacidad para 30 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res039.jpg;42.233.042.875.232;-872.939.229.517.806;;es-ES
8791;Canto da Area;restaurantes;57;Restaurante de 1 Tenedor;Canido-Plaea, 189;36390;986460540;;Tiene capacidad para 30 comensales. Permanece cerrado los lunes.;http://www.turismodevigo.org/sites/turismodevigo/files/res040.jpg;421.934.986.660.353;-879.705.834.787.059;;es-ES
8792;Lagharto Pintado;restaurantes;57;Restaurante de 1 Tenedor;Rosalía de Castro, 8;36201;986108858;;Tiene capacidad para 68 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res041.jpg;422.381.225.994.982;-871.916.989.960.344;;es-ES
8793;Carballino;restaurantes;57;Restaurante de 1 Tenedor;Avda. Atlántica, 66;36208;986240698;;Tiene capacidad para 44 comensales.;http://www.turismodevigo.org/sites/turismodevigo/files/res043.jpg;4.222.175.164.182;-875.889.287.285.635;;es-ES
8795;Casa Antonio;restaurantes;57;Restaurante de 2 Tenedores;Real, 40;36202;986223052;;Tiene capacidad para 20 comensales.;;422.384.881.598.575;-872.856.367.515.771;;es-ES
8759;A Bodega de San Miguel;restaurantes;57;Restaurante de 1 Tenedor;Avda. Cesáreo Vázquez, 63;36390;986490481;;Tapas variadas, arroces, mariscos, carnes, pescados.;http://www.turismodevigo.org/sites/turismodevigo/files/res003.jpg;421.808.613.441.892;-88.028.232.947.204;;es-ES
