idpoi;title;layer;type;tipo;subcategoria;address;postcode;phone;web;description;image_uri;lat;lon;mp3_uri;lang
8708;CITEXVI;lugares;41;Turismo urbano;Ciudad Tecnológica de Vigo;Fonte das Abelleiras, s/n;36310;986120420;www.citexvi.es;Sociedad anónima de derecho privado centrada en la promoción e impulso de actividades de I+D+ i.;http://www.turismodevigo.org/sites/turismodevigo/files/lug352.jpg;421.670.883.461.002;-868.379.882.208.743;;es-ES
8709;Conservas Albo;lugares;41;Turismo urbano;Conservera;Jacinto Benavente, 41;36208;986213333;www.albo.es;Fabricación de conservas de pescado y marisco.;http://www.turismodevigo.org/sites/turismodevigo/files/lug353.jpg;422.280.202.083.677;-873.683.376.872.652;;es-ES
8710;Palacio de Oriente;lugares;41;Turismo urbano;Conservera;Ctra. Vigo-Baiona, 127;36213;986207168;www.palaciodeoriente.net;Fabricación de conservas de pescado y marisco.;http://www.turismodevigo.org/sites/turismodevigo/files/lug354.jpg;421.965.605.674.658;-876.310.647.195.358;;es-ES
8711;Paypay;lugares;41;Turismo urbano;Conservera;Tomás Alonso, 80;36208;986233500;www.paypay.es;Fabricación de conservas de pescado y marisco.;http://www.turismodevigo.org/sites/turismodevigo/files/lug355.jpg;42.224.324.622.832;-874.010.374.787.148;;es-ES
8712;Conservas Valcarcel - Vigilante;lugares;41;Turismo urbano;Conservera;Muelle de bouzas, s/n (reparaciones);36208;986298488;www.valcarcel-sa.es;Fabricación de conservas de pescado y marisco.;http://www.turismodevigo.org/sites/turismodevigo/files/lug356.jpg;422.309.925.452.533;-874.732.721.278.576;;es-ES
8713;Orbe, S.A.;lugares;41;Turismo urbano;Conservera;Tomás Alonso, 106;36208;986208411;www.orbesa.com;Fabricación de conservas de pescado y marisco.;http://www.turismodevigo.org/sites/turismodevigo/files/lug357.jpg;422.241.203.156.335;-874.273.416.663.022;;es-ES
8706;Puerto pesquero de Vigo;lugares;40;Ría de Vigo;Puerto pesquero;Puerto pesquero de Vigo;36202;986821508;www.apvigo.com;Espacio logístico destinado a las descarga, transporte y almacenamiento de pescado tanto fresco como congelado.;http://www.turismodevigo.org/sites/turismodevigo/files/lug350.jpg;42.238.650.033.308;-873.012.432.955.699;;es-ES
8718;Mercante;lugares;40;Ría de Vigo;Pecio;Proximidades de Cabo Home;;;;Se trata de un barco mercante que se hundió en es ta zona cargado de platos de porcelana.;http://www.turismodevigo.org/sites/turismodevigo/files/lug362.jpg;42.244.348.656.916;-886.292.153.204.935;;es-ES
8717;Petrolero Polycomander;lugares;40;Ría de Vigo;Pecio;Proximidades de la Isla de Monteagudo, Islas Cíes;;;;El 5 de mayo de 1970, el petrolero noruego Polycommander embarrancó en las Islas Cíes cuando pretendía salir de la ría de Vigo por el canal del Norte. Los 39 tripulantes consiguieron abandonar el barco y no hubo daños personales.;http://www.turismodevigo.org/sites/turismodevigo/files/lug361.jpg;422.375.430.424.596;-889.576.837.402.149;;es-ES
8716;Anforas romanas;lugares;40;Ría de Vigo;Pecio;Ría de Vigo;;;;Al parecer las ánforas hayadas en la zona pertenecían a un buque romano de mediados del siglo I d.C. Tras 2000 años ya no hay restos del buque pero si muestras de su naufrágio, como las ánforas modelo Haltern 70 encontradas.;http://www.turismodevigo.org/sites/turismodevigo/files/lug360.jpg;42.227.131.267.498;-877.131.526.376.522;;es-ES
8715;Polígonos de bateas;lugares;40;Ría de Vigo;Acuicultura;Ría de Vigo;;;;Se trata viveros flotantes o fijos destinadas fundamentalmente al cultivo de mejillón y ostra. Consisten en un emparrillado de madera (normalmente eucalipto) del que cuelgan las cuerdas de cuerdas de cultivo que pueden llegar a 1000 por batea.;http://www.turismodevigo.org/sites/turismodevigo/files/lug359.jpg;422.681.383.015.103;-868.526.011.435.946;;es-ES
8647;Monumento homenaje a los canteros;lugares;39;Monumentos;Escultura;Eduardo Cabello;36208;;;La obra es una pieza compleja en la que se pueden observar herramientas propias de este oficio, así como inscripciones en íArxinaí -el idioma de los canteros-.;http://www.turismodevigo.org/sites/turismodevigo/files/lug282.jpg;422.278.997.111.598;-875.348.131.981.263;;es-ES
8648;Alpide;lugares;41;Turismo urbano;Centro de arte;Avda. de Castrelos, 115;36210;986239646;;Cuenta con un espacio expositivo para cualquier exposición y/o evento además de un fondo de galería considerable representando a unos 50 artistas pictóricos gallegos de distintas épocas.;;422.156.171.933.039;-873.261.055.964.621;;es-ES
8649;Alpide;lugares;41;Turismo urbano;Centro de arte;López de Neira, 5;36202;986239646;;Cuenta con un espacio expositivo para cualquier exposición y/o evento además de un fondo de galería considerable representando a unos 50 artistas pictóricos gallegos de distintas épocas.;http://www.turismodevigo.org/sites/turismodevigo/files/lug285.jpg;422.367.960.595.359;-872.416.186.503.572;;es-ES
8650;Iglesia de la Soledad;lugares;37;Edificios singulares;Arquitectura religiosa;Atalaya del Monte de O Castro;36203;;;Iglesia de estilo neoclasicista, inspirada en la iglesia parisina de la Magdalena de Bartolomé Vignon. Fue promovida por Leopoldo Eijo-garay (Obispo de Madrid-Alcalá).;http://www.turismodevigo.org/sites/turismodevigo/files/lug286.jpg;422.290.677.797.197;-872.743.893.666.551;;es-ES
8646;Monumento a Rosalía de Castro;lugares;39;Monumentos;Escultura;Rosalía de Castro;36201;;;Se trata de una obra de Armando Rodriguez formada por un grupo plástico con la escritora gallega rodeada de sus hijos a los que lee un libro.;http://www.turismodevigo.org/sites/turismodevigo/files/lug281.jpg;42.238.093.622.183;-871.803.789.317.284;;es-ES
8651;Iglesia de Nuestra Señora de Fátima;lugares;37;Edificios singulares;Arquitectura religiosa;Vía Norte, 19;36206;;;Destaca en la fachada de este templo una torre esbelta. Todo él está realizado en cantería. El interior destaca por su amplia capacidad -cerca de 500 personas sentadas- y su retablo.;http://www.turismodevigo.org/sites/turismodevigo/files/lug287.jpg;422.349.196.113.619;-870.778.305.465.385;;es-ES
8652;Iglesia de Alcabre;lugares;37;Edificios singulares;Arquitectura religiosa;Avenida Atlántica;36202;;;Iglesia de tres naves, realizada en granito. Fue diseñada por el arquitecto Desiderio Pernas en el año 1997.;http://www.turismodevigo.org/sites/turismodevigo/files/lug288.jpg;42.221.375.571.677;-876.485.171.983.614;;es-ES
8653;Iglesia de Bouzas;lugares;37;Edificios singulares;Arquitectura religiosa;Eduardo Cabello, 61;36208;;;Templo de base rectangular y ábside en semicírculo. En el exterior podemos apreciar el escudo de armas de los Peña y los Correa, siendo éste último -el capitán Álvaro Correa- quién la mandó construir en 1596.;http://www.turismodevigo.org/sites/turismodevigo/files/lug289.jpg;422.264.222.293.407;-875.324.474.070.383;;es-ES
8654;Iglesia de Santa Marína de Cabral;lugares;37;Edificios singulares;Arquitectura religiosa;Parroquia de Cabral;36218;;;El atrio de la iglesia es hoy en día una de los centros de reunión de la parroquia, muestra de ello es que el palco de la música se ha situado en esta zona.;http://www.turismodevigo.org/sites/turismodevigo/files/lug290.jpg;422.232.740.248.728;-865.673.266.263.812;;es-ES
8655;Iglesia de San Cristobal de Candeán;lugares;37;Edificios singulares;Arquitectura religiosa;Camino de la Goleta, 1;36217;;;En el interior se conservan pequeñas tallas de gran valor como la de San Cristóbal, de principios del s. XVIII y de estilo barroco, o la de San Benito.;http://www.turismodevigo.org/sites/turismodevigo/files/lug291.jpg;422.418.578.743.122;-866.516.336.412.958;;es-ES
8645;Monumento a Mendez Núñez;lugares;39;Monumentos;Escultura;Plaza de Compostela;36201;;;El pedestal fue diseñado por Jenaro de la Fuente Domínguez y la escultura es de Agustín Querol, en ella se representa al almirante con un gesto airoso y de mando con unos prismáticos y un sable en una mano y con la otra extendida.;http://www.turismodevigo.org/sites/turismodevigo/files/lug280.jpg;422.392.421.644.792;-872.364.420.254.209;;es-ES
8644;Monumento a Martín Codax;lugares;39;Monumentos;Escultura;Monte do Castro;36203;;;Está compuesto por una piedra del mar situada en medio de un estanque;;;;;
8633;Monumento a la mujer;lugares;39;Monumentos;Escultura;Jardines de las Avenidas;36201;;;Monumento situado en Las Avenidas, delante del Real Club Náutico. Obra del escultor vigués Xesús Valverde Alonso. Fue instalado en 1992 como un homenaje de Vigo a la mujer y consta de dos figuras en bronce sobre un pedestal de granito.;http://www.turismodevigo.org/sites/turismodevigo/files/lug268.jpg;422.407.458.315.668;-87.229.368.735.407;;es-ES
8634;Monumento a los marineros muertos en el mar;lugares;39;Monumentos;Escultura;Plaza del Puerto Pesquero;36202;;;Obra escultórica de Cándido Pazos López, inaugurada en junio de 2006. Se trata de un bloque de piedra morena -de unos 8m de alto por 1í20m de ancho- esculpida en espiral, con un rosetón de jade, que simula una especie de ola.;http://www.turismodevigo.org/sites/turismodevigo/files/lug269.jpg;422.363.260.863.045;-873.144.713.472.506;;es-ES
8636;Monumento al emigrante;lugares;39;Monumentos;Escultura;Avenida de Castelao;36208;;;El monumento, en granito, está formado por un plinto en el que se apoya un pedestal;;;;;
8637;Monumento al empuje vigués;lugares;39;Monumentos;Escultura;Monte O Castro;36202;;;Monumento en piedra, obra de Camilo Nogueira inaugurada en 1966 y situada en el parque de O Castro, representa una barca que avanza en la que tres atletas levantan el escudo de Vigo simbolizando el empuje y la unión.;http://www.turismodevigo.org/sites/turismodevigo/files/lug272.jpg;422.317.347.939.045;-872.646.354.186.178;;es-ES
8638;Monumento al Herrero;lugares;39;Monumentos;Escultura;Plaza Eugenio Fradrique;36208;;;Consiste en un obrero trabajando con gesto de martillear sobre una pieza. Está compuesto por diferentes piezas de hierro, ensambladas una a una íin situí por el escultor, Guillermo Steinbrüggen. Se inauguró en 1970.;http://www.turismodevigo.org/sites/turismodevigo/files/lug273.jpg;422.245.480.874.109;-873.648.630.760.391;;es-ES
8635;Monumento a Laxeiro;lugares;39;Monumentos;Escultura;Policarpo Sanz esquina Reconquista;36202;;;Obra de Xurxo Vázquez situada en la confluencia de las calles Policarpo Sánz y Reconquista, se inauguró en 1997. Se trata de un busto de Don José Otero Abeledo íLaxeiroí, pintor universal vigués.;http://www.turismodevigo.org/sites/turismodevigo/files/lug270.jpg;422.377.020.891.736;-872.303.174.824.743;;es-ES
8640;Monumento a los héroes de la Reconquista;lugares;39;Monumentos;Escultura;Plaza de la Independencia;36211;;;Preside la Plaza de la Independencia, fue levantado con motivo del primer centenario de la Reconquista de Vigo. Es obra del escultor Julio González Pola.;http://www.turismodevigo.org/sites/turismodevigo/files/lug275.jpg;422.238.477.213.346;-873.004.545.803.649;;es-ES
8641;Monumento a los cantores, poetas y trobadores;lugares;39;Monumentos;Escultura;Paseo de Alfonso XII;36202;;;Monumento en bronce de color pompeia que representa una ninfa sentada sobre un dragón. La figura alada se asienta sobre una columna de granito pulido, de 4 metros de alto y 80 centímetros de ancho.;http://www.turismodevigo.org/sites/turismodevigo/files/lug276.jpg;42.236.695.526.578;-872.816.888.060.358;;es-ES
8642;Monumento al pescador;lugares;39;Monumentos;Escultura;Calle de San Francisco;36202;;;Sobre un alto pedestal de dos cuerpos, se eleva la figura de un marinero vestido con la ropa de aguas que sostiene un remo en su mano izquierda, en el frente, una mujer con un hijo y una ípatelaí, espera pacientemente o muestra el fruto de la pesca.;http://www.turismodevigo.org/sites/turismodevigo/files/lug277.jpg;422.366.831.438.376;-872.971.658.900.318;;es-ES
8643;Monumeto al trabajo;lugares;39;Monumentos;Escultura;Gran Vía;36203;;;Grupo escultórico de Ramón Conde de 1991, una de las figuras claves del arte gallego del s.XX. Situado al comienzo de la Gran Vía, está formado por siete marineros tirando de una red que sale de un mar representado por un estanque.;http://www.turismodevigo.org/sites/turismodevigo/files/lug278.jpg;422.341.300.319.509;-871.674.505.059.275;;es-ES
8656;Iglesia de San Andrés de Comesaña;lugares;37;Edificios singulares;Arquitectura religiosa;Carretera Matamá-Pazó;36213;;;Lo más destacable es, en sí, el conjunto parroquial que está formado por la iglesia, el campo de la fiesta que la rodea, un palco, la casa parroquial y, algo más alejada, la Casa Rectoral.;http://www.turismodevigo.org/sites/turismodevigo/files/lug292.jpg;421.994.741.721.369;-87.538.824.107.773;;es-ES
8681;Fundación Pedro Barrié de la Maza;lugares;37;Edificios singulares;Auditorio;Policarpo Sanz, 31;36203;986110220;www.fundacionbarrie.org/;La Fundación Pedro Barrié de la Maza es una entidad sin ánimo de lucro, de carácter privado, dedicada a promover el desarrollo de Galicia desde una perspectiva global.;http://www.turismodevigo.org/sites/turismodevigo/files/lug317.jpg;422.378.279.820.797;-872.096.806.541.099;;es-ES
8671;Teatro cine Fraga;lugares;37;Edificios singulares;Teatro;Uruguay, 3-5;36201;;;Fue diseñado para albergar un teatro y un cine de 1758 localidades, una sala de fiestas, un salón de té y oficinas de alquiler.;http://www.turismodevigo.org/sites/turismodevigo/files/lug307.jpg;422.368.496.611.794;-87.197.763.308.682;;es-ES
8672;Teatro García Barbón;lugares;37;Edificios singulares;Teatro;Policarpo Sanz, 13;36203;;;Es una de las obras arquitectónicas más emblemáticas de la ciudad. El actual edificio es consecuencia de la reconstrucción del antiguo teatro Rosalía de Castro, incendiado en 1910 cuando se celebraba un baile de carnaval.;http://www.turismodevigo.org/sites/turismodevigo/files/lug308.jpg;42.238.057.340.574;-87.234.081.251.284;;es-ES
8673;Salgueiro García Barbón;lugares;37;Edificios singulares;Arquitectura civil;Puerta del Sol;36203;;;Edificio racionalista del arquitecto Romualdo de Madariaga, realizado en 1934 y promovido por las hermanas Elena y Práxedes Salgueiro García-Barbón.;http://www.turismodevigo.org/sites/turismodevigo/files/lug309.jpg;422.376.957.033.825;-872.457.969.850.464;;es-ES
8674;Instituto Santa Irene;lugares;37;Edificios singulares;Arquitectura civil;Plaza de América, 7;36210;986210435;www.edu.xunta.es/centros/iessantairene/;Se trata de una construcción con planta en forma de E, buscando una mayor iluminación y ventilación del interior. La fachada principal sigue un esquema ecléctico.;http://www.turismodevigo.org/sites/turismodevigo/files/lug310.jpg;422.199.270.979.685;-873.184.055.509.303;;es-ES
8675;Edificio sede social Caixanova;lugares;37;Edificios singulares;Arquitectura civil;Policarpo Sanz, 24;36201;;;En la composición de las fachadas, observamos una retícula ordenada de vanos que carecen de ornamentación. En cada planta, en los chaflanes se colocaron balcones redondeados, siguiendo un esquema muy utilizado en ese período.;http://www.turismodevigo.org/sites/turismodevigo/files/lug311.jpg;422.380.478.602.696;-872.019.562.436.622;;es-ES
8676;Vigo Convention Bureau;lugares;37;Edificios singulares;Centro de congresos;San vicente, 3;36204;986487118;www.vigoconventionbureau.com;La Fundación Vigo Convention Bureau tiene como objetivo principal la promoción de la ciudad de Vigo como sede para la celebración de congresos, incentivos y todo tipo de eventos que atraigan visitantes y turismo de negocio a la ciudad.;http://www.turismodevigo.org/sites/turismodevigo/files/lug312.jpg;422.315.389.647.814;-871.241.663.342.456;;es-ES
8678;Auditorio de Castrelos;lugares;41;Turismo urbano;Auditorio al aire libre;Parque de Castrelos;36213;;;Espacio abierto a modo de anfiteatro en el corazón del parque de Castrelos ideal para la celebración de conciertos y otros eventos al aire libre.;http://www.turismodevigo.org/sites/turismodevigo/files/lug314.jpg;422.139.063.201.267;-87.300.628.637.897;;es-ES
8679;Ayuntamiento de Vigo;lugares;37;Edificios singulares;Edificio público;Praza do Rei, s/n;36202;986810100;www.hoxe.vigo.org;Sede del consistorio de la ciudad de Vigo;http://www.turismodevigo.org/sites/turismodevigo/files/lug315.jpg;422.364.146.957.037;-872.649.447.517.727;;es-ES
8680;Auditorio del Ayuntamiento de Vigo;lugares;37;Edificios singulares;Centro de congresos;Praza do Rei, s/n;36202;986810100;www.hoxe.vigo.org;Espacio habilitado para la realización de eventos públicos.;http://www.turismodevigo.org/sites/turismodevigo/files/lug316.jpg;422.364.332.439.288;-872.677.818.586.211;;es-ES
8682;Sala de Congresos (auditorio) de la Ciudad Universitaria de Vigo;lugares;37;Edificios singulares;Auditorio;Campus Universidade de Vigo;36310;986813639;www.uvigo.es/uvigo_es/administracion/extension/;Espacio habilitado para la realización de eventos públicos.;http://www.turismodevigo.org/sites/turismodevigo/files/lug318.jpg;42.169.749.872.297;-868.545.128.291.619;;es-ES
8670;Biblioteca de la Facultad de Ciencias jurídicas;lugares;37;Edificios singulares;Biblioteca;Campus Universidade de Vigo;36310;986812658;www.uvigo.es/uvigo_es/Centros/vigo/lagoas_marcosende/fac_ciencias_xuridicas.html;Sala de lectura y servicio de préstamo de gran demanda y creciente utilización.;http://www.turismodevigo.org/sites/turismodevigo/files/lug306.jpg;421.676.576.455.584;-868.285.424.724.108;;es-ES
8669;Biblioteca de la E.T.S. de Ingenieros de Telecomunicaciones;lugares;37;Edificios singulares;Biblioteca;Campus Universidade de Vigo;36310;986812105;www.teleco.uvigo.es/;Sala de lectura y servicio de préstamo de gran demanda y creciente utilización.;http://www.turismodevigo.org/sites/turismodevigo/files/lug305.jpg;421.696.931.749.901;-868.825.124.573.733;;es-ES
8658;Iglesia de la Inmaculada Concepción;lugares;37;Edificios singulares;Arquitectura religiosa;Calle del Cronista J. Espinosa;36205;;;Esta iglesia, situada en el popular barrio del Calvario, sigue una línea arquitectónica inspirada en Le Corbusier.;http://www.turismodevigo.org/sites/turismodevigo/files/lug294.jpg;422.322.826.043.943;-87.003.524.420.609;;es-ES
8657;Iglesia de Freixeiro;lugares;37;Edificios singulares;Arquitectura religiosa;Parroquia de O Freixeiro;36210;;;Iglesia de una sola nave de planta rectangular. El presbiterio tiene bóveda de piedra;;;;;
8659;Biblioteca Caixanova. Calvario;lugares;37;Edificios singulares;Biblioteca;Calle Portela 6, 1º;36205;986252435;;Sala de lectura y servicio de préstamo de gran demanda y creciente utilización.;http://www.turismodevigo.org/sites/turismodevigo/files/lug295.jpg;422.307.559.884.331;-870.172.942.221.668;;es-ES
8660;Biblioteca Caixanova. Travesas;lugares;37;Edificios singulares;Biblioteca;Plaza de América 3- entresuelo;36208;986231518;;Sala de lectura y servicio de préstamo de gran demanda y creciente utilización.;http://www.turismodevigo.org/sites/turismodevigo/files/lug296.jpg;422.208.941.029.241;-873.344.806.069.799;;es-ES
8661;Biblioteca Central;lugares;37;Edificios singulares;Biblioteca;Joaquín Yánez, 6;36202;986229074;http://rbgalicia.xunta.es/vigo/;Sala de lectura y servicio de préstamo de gran demanda y creciente utilización.;http://www.turismodevigo.org/sites/turismodevigo/files/lug297.jpg;42.238.679.252.679;-872.534.375.397.711;;es-ES
8662;Biblioteca de la Cámara de Comercio de Vigo;lugares;37;Edificios singulares;Biblioteca;República Argentina, 18;36201;986446343;http://www.camaravigo.com;Sala de lectura y servicio de préstamo de gran demanda y creciente utilización.;http://www.turismodevigo.org/sites/turismodevigo/files/lug298.jpg;422.365.969.972.409;-871.877.215.510.236;;es-ES
8663;Biblioteca de la Fundación;lugares;37;Edificios singulares;Biblioteca;Plaza de la Princesa, 2;36202;986226459;;Sala de lectura y servicio de préstamo de gran demanda y creciente utilización.;http://www.turismodevigo.org/sites/turismodevigo/files/lug299.jpg;422.383.160.280.706;-87.256.823.195.269;;es-ES
8664;Biblioteca Centro Cultural Caixanova;lugares;37;Edificios singulares;Biblioteca;Policarpo Sánz, 13;36202;986447369;;Sala de lectura y servicio de préstamo de gran demanda y creciente utilización.;http://www.turismodevigo.org/sites/turismodevigo/files/lug300.jpg;422.378.912.174.353;-872.342.661.117.205;;es-ES
8665;Biblioteca del Centro Oceanográfico de Vigo;lugares;37;Edificios singulares;Biblioteca;Subida a Radio Faro 50-52;36390;986492111;www.ieo.es/biblioteca.html;Sala de lectura y servicio de préstamo de gran demanda y creciente utilización.;http://www.turismodevigo.org/sites/turismodevigo/files/lug301.jpg;421.839.418.974.653;-881.311.310.160.395;;es-ES
8666;Biblioteca del Instituto de Investigaciones Marinas;lugares;37;Edificios singulares;Biblioteca;Eduardo Cabello, 6;36208;986214454;www.iim.csic.es/;Sala de lectura y servicio de préstamo de gran demanda y creciente utilización.;http://www.turismodevigo.org/sites/turismodevigo/files/lug302.jpg;422.258.258.094.774;-875.221.907.436.888;;es-ES
8667;Biblioteca del Museo Etnográfico, Fundación Liste;lugares;37;Edificios singulares;Biblioteca;Pastora, 22;36210;986244698;www.museoliste.org/index.php?pag=fundacion;Sala de lectura y servicio de préstamo de gran demanda y creciente utilización.;http://www.turismodevigo.org/sites/turismodevigo/files/lug303.jpg;422.179.067.345.851;-873.104.669.745.821;;es-ES
8668;Biblioteca de la Facultad de Ciencias del Mar y Biología;lugares;37;Edificios singulares;Biblioteca;Campus Universidade de Vigo;36310;986812552;www.facultadeccdomar.es/;Sala de lectura y servicio de préstamo de gran demanda y creciente utilización.;http://www.turismodevigo.org/sites/turismodevigo/files/lug304.jpg;421.677.211.171.346;-868.513.460.688.203;;es-ES
8603;Faro de Bicos;lugares;36;Cíes;Faro;Isla del Medio o del Faro - Islas Cíes;36211;;;El faro funciona con energía solar y junto a él empieza la zona de reserva de aves marinas. Las vistas de acantilados desde su situación hacen que su visita merezca la pena. Está datado en 1918.;http://www.turismodevigo.org/sites/turismodevigo/files/lug238.jpg;4.219.156.442.657;-8.890.856.040.937;;es-ES
8602;Faro de Cíes;lugares;36;Cíes;Faro;Illa do Faro, Islas Cíes;36211;;;Se sitúa en el punto más alto de la isla del Medio, fue construido entre 1851 y 1853 y está a 178 metros de altura sobre el nivel del mar.;http://www.turismodevigo.org/sites/turismodevigo/files/lug237.jpg;422.141.914.894.239;-891.480.704.742.764;;es-ES
8601;Faro de A Porta;lugares;36;Cíes;Faro;Illa do Faro, Islas Cíes;36211;;;El faro funciona con energía solar y junto a él empieza la zona de reserva de aves marinas. Las vistas de acantilados desde su situación hacen que su visita merezca la pena. Está datado en 1918.;http://www.turismodevigo.org/sites/turismodevigo/files/lug236.jpg;422.122.167.379.365;-891.289.195.374.303;;es-ES
8604;Faro do Peito ou Monte Agudo;lugares;36;Cíes;Faro;Illa de Monteagudo o Isla Norte - Islas Cíes;36211;;;Este faro, datado en 1904, sirve para marcar la entrada norte de la ría de Vigo junto con los faros de Cabo Home en la costa del Morrazo. Se encuentra en el límite de la isla Norte.;http://www.turismodevigo.org/sites/turismodevigo/files/lug239.jpg;422.435.449.662.904;-890.313.444.061.437;;es-ES
8600;O Baluarte;lugares;44;Playas;Playas;;36212;;;Playa de arena fina, abierta al océano y con una ocupación media en la época de verano. Su longitud aproximada es de 120 metros.;http://www.turismodevigo.org/sites/turismodevigo/files/lug235.jpg;422.049.814.680.749;-877.851.888.587.136;;es-ES
8605;Jardines de Elduayen;lugares;42;Jardines urbanos;Parque;Calle Montero Ríos;36201;;;Estos jardines eran, originalmente, de estilo inglés pero las sucesivas remodelaciones a las que fueron sometidos modificaron su característica inicial. En los jardines se encuetra la escultura de Elduayen realizada por Agustín Querol.;http://www.turismodevigo.org/sites/turismodevigo/files/lug240.jpg;422.408.126.035.468;-872.236.639.593.876;;es-ES
8606;Teis-A Madroa;lugares;43;Parques forestales;Parque;Teis;36217;;;Se trata de un gran espacio verde situado en las proximidades de la ciudad de Vigo. En los 40000 metros cuadrados de superficie que ocupa encontraremos: bar, fuente, mirador, mesas y barbacoas. Es posible acceder en bus urbano.;http://www.turismodevigo.org/sites/turismodevigo/files/lug241.jpg;422.484.658.385.024;-866.510.623.773.347;;es-ES
8607;Beade;lugares;43;Parques forestales;Parque;Beade;36212;;;Se trata de un gran espacio verde situado en las proximidades de la ciudad de Vigo. En los 93000 metros cuadrados de superficie que ocupa encontraremos: bar, restuarante, fuente, mirador, teléfono público y barbacoas.;http://www.turismodevigo.org/sites/turismodevigo/files/lug242.jpg;421.757.600.108.278;-86.906.895.026.165;;es-ES
8608;Zamáns;lugares;43;Parques forestales;Parque;Zamáns;36310;;;Se trata de un gran espacio verde situado en las proximidades de la ciudad de Vigo. En los 50000 metros cuadrados de superficie que ocupa encontraremos: refugio, fuente, monumento, mesas y barbacoas.;http://www.turismodevigo.org/sites/turismodevigo/files/lug243.jpg;421.525.871.661.828;-868.106.464.853.863;;es-ES
8599;Espedrigada;lugares;44;Playas;Playas;;36212;;;Playa de arena fina y resguardada con una ocupación media en la época de verano. Su longitud aproximada es de 75 metros.;http://www.turismodevigo.org/sites/turismodevigo/files/lug234.jpg;422.194.375.230.757;-877.704.552.053.948;;es-ES
8598;A Sobreira;lugares;44;Playas;Playas;;36390;;;Playa de arena fina, resguardada del viento y con una ocupación media en la época de verano. Su longitud aproximada es de 200 metros.;http://www.turismodevigo.org/sites/turismodevigo/files/lug233.jpg;421.900.904.979.595;-880.888.061.101.316;;es-ES
8588;Espiñeiro;lugares;44;Playas;Playas;O Espiñeiro;36207;;;Playa de arena fina, resguardada del viento y con una ocupación baja en la época de verano. Su longitud aproximada es de 35 metros.;http://www.turismodevigo.org/sites/turismodevigo/files/lug223.jpg;422.535.860.581.348;-870.502.424.222.812;;es-ES
8589;Fontán ou Muiños;lugares;44;Playas;Playas;;36392;;;Playa de arena fina, resguardada del viento y con una ocupación baja en la época de verano. Su longitud aproximada es de 50 metros.;http://www.turismodevigo.org/sites/turismodevigo/files/lug224.jpg;421.653.152.704.122;-881.765.892.120.421;;es-ES
8590;Playa de San Martiño;lugares;36;Cíes;Playas;Illa de San Martiño, Islas Cíes;36211;;;Playa abierta con una ocupación alta en la época de verano. Su longitud aproximada es de 500 metros y está galardonada con la bandera azul.;http://www.turismodevigo.org/sites/turismodevigo/files/lug225.jpg;422.013.813.991.292;-8.904.989.325.854;;es-ES
8591;Nosa Señora;lugares;36;Cíes;Playas;Illa do Faro, Islas Cíes;36211;;;Playa de arena fina, resguardada del viento y con una ocupación media en la época de verano. Su longitud aproximada es de 130 metros.;http://www.turismodevigo.org/sites/turismodevigo/files/lug226.jpg;422.159.549.819.256;-890.303.979.922.385;;es-ES
8593;Areiña;lugares;36;Cíes;Playas;Illa do Faro, Islas Cíes;36211;;;Playa de arena fina, resguardada del viento y con una ocupación baja en la época de verano. Su longitud aproximada es de 40 metros.;http://www.turismodevigo.org/sites/turismodevigo/files/lug228.jpg;422.270.671.183.612;-889.761.741.239.897;;es-ES
8594;Area Grande do Mixueiro;lugares;36;Cíes;Playas;Illa de Monteagudo, Islas Cíes;36211;;;Playa de arena fina, resguardada del viento y con una ocupación media en la época de verano. Su longitud aproximada es de 30 metros.;http://www.turismodevigo.org/sites/turismodevigo/files/lug229.jpg;422.272.856.804.418;-889.660.195.990.717;;es-ES
8595;Playa Figueiras;lugares;36;Cíes;Playas;Illa de San Martiño, Islas Cíes;36211;;;Playa abierta con una ocupación alta en la época de verano. Su longitud aproximada es de 300 metros y está galardonada con la bandera azul.;http://www.turismodevigo.org/sites/turismodevigo/files/lug230.jpg;422.303.072.518.779;-890.090.679.216.474;;es-ES
8596;Area de Freixeiros;lugares;36;Cíes;Playas;Illa do Faro, Islas Cíes;36211;;;Playa de arena fina, resguardada del viento y con una ocupación media en la época de verano. Su longitud aproximada es de 270 metros.;;422.289.335.893.848;-889.867.566.474.834;;es-ES
8597;Playa das Margaritas;lugares;36;Cíes;Playas;Illa do Faro, Islas Cíes;36211;;;Playa de arena fina, resguardada del viento y con una ocupación media en la época de verano. Su longitud aproximada es de 40 metros.;http://www.turismodevigo.org/sites/turismodevigo/files/lug232.jpg;422.370.328.651.189;-890.119.976.041.642;;es-ES
8609;Bembrive;lugares;43;Parques forestales;Parque;Bembrive;36313;;;Se trata de un gran espacio verde situado en las proximidades de la ciudad de Vigo. En los 99710 metros cuadrados de superficie que ocupa encontraremos: bar, fuente, mirador, servicios sanitarios, mesas y barbacoas.;http://www.turismodevigo.org/sites/turismodevigo/files/lug244.jpg;422.030.862.468.226;-866.739.815.381.071;;es-ES
